doc_id_1,doc_id_2,text_1,text_2,fuzzy_similarity
10569_1215_709_711,10569_1215_709_711_sim14,dinsdagh den laesten februiario den raat deses compt re met den schipper des jachts de tortelduijts door beroep van opper coopman jacob willemsz vergadert zijnde is daerinne geproponeert en met deselve arresteert volgen tisul alle kennelijk dat present hier een capitael van ongevaer guld vaerdigh leijt ome nad souratta geschickt te werden alwaer gelden tot affleggingh van comp aldaer gelichte jntrest penningen ten hooghsten nodig zijn en geleth soodanigen merckelijcke soma onser aenweesen noijt bij de voorgaen heeren direct op eenen bodem van hier na eenigh gewest versonden is doch ter wijl voor eerst noch geen ander middel voor handen sien om selve derwaerts te schicquen dan eenelijk met comp jacht tortelduijff dat den en januario voorleeden door den direct van gendt uijt souratta ten principal tot wegh slepingh van genoemte contanten herwaerts gesonden en op courant des godt gedanckt blijft hier salvo verscheenen soo geveul gesamentlijk in bedencken oft niet beeter en segeurder waerd men gedeelte van genoemde capitael in schip van mondas naes dat in comp van gemelte duijs ns derwaerts te vertrecken staet scheepten dan wel soo rijcke somma op eene bodem te haserdeeren te meer ons wijs gemaekt zij meer verhaelde duijsf van onderen vrij wat vergaen te weesen echter geduchte direct van gendt jn sijne missive van desselfts quade gestaltenisse geen de minste mentie maekt oversulcx geloove niet als praatjes te zijn dat desselfmts schipper mitswel de beste kennisse daer van heeft op assvraagingh jn raade conformeerde met opentlijcke verclaaringhe jacht hechten gaff te weesen en de minste pericul niet was buijten godes weer en wint om soodanigen ja meerder rijckdom daermeede over te voeren geleth op twelcke dan naer vereijsch geseght zijnde is met den anderen een stem migh ten meesten dienste van generale comp voor best geoordeelt men dick verhaelde capitael eenelijk met comp jacht de sortelduijff laaten overvoeren om alles in ons geweldt te behouden sonder jets op mondas schip brisiqueeren gemerckt op moorsche off benjaene scheepen aldus geresolveert in nederlants compt gamron et onderstondt die utsupra jacob willemsz dircq donneth jacob verfoole hendricq op de camp gerand fersteghe claes marichael gerardt croocq is scheepen bij eenigh mael resconter geen de minste staet te maaken,dinsdagh den met door jacob willemsz vergadert arresteert ongevaer gelden de bodem wijl dan dat herwaerts courant in bedencken oft gedeelte capitael in in comp staet dan ons meer echter geduchte gendt mitswel op en de weer daermeede voeren naer eenelijk schip brisiqueeren benjaene in compt die hendricq camp claes bij te maaken,25
734_1081_207_208,734_1081_207_208_sim14,ee alsoo helfde daer toe vequaem gevordeert werdt naer batavia aen te zenden mede dat bosschardt op voors schip als opperhoof zal gaen om ons gepasseerde gedeuren de voijagie int largo senden mede met voorz schip eenige van principaers te ziecken ende vermenckte daer voor eerst de comp geen dienst van heeft te verwachten en hiergeen middelen syn om de zelfde weder tot haerer gevntheyt te reraecken te meer om onse viures te doen strecken ende voor de gene hier blijven het rantsoen een weijnich te vermeerderen alsoo die zelfde seer clagen met haer rantsoen lijff qualyck connen ophouden te relateren sij hadden wel verhoort de chineren ons met eenige verversinge soude hebbe versien dan zelfde is tot noch toe niet geschiedt van fort sijn gewoordich meest drij punten ende twee gardijnen claer ider versien met stucken geschuts waer van twee metale halue coertouwen van lb isers en voort heele en halve saeckers zyn soude jegenwoordich in zijn afseckt wel hebben geweest ten ware wij ongeluck van sieck volck ende omvallen van wercken niet hadie verhindert doe moeten in alles patientie hebben hebben oock tegensvoordice zeer hoornoodis eenige vlancken en ander timmerhout tot opbouwinge van huijsinge van doen door faulte van dien ons timmeragie stil blijft staen blijven hier noch jegenwoordich int fort als op de schepen met duijtse coppen quseratten bandenezen en verouerde vortugess met swarten waer onder noch veel siecken syn hebben met onsen eersten ver jacht de cleynne hoope geadviseert dat eylanden alhier zeer vruchtbaer syn dan bevinden met deze noorder mouson door de harde noordelijcke winde en groote coude die hier zeer continueert dat het niet mogelyck is eenich geboomt hier staen te blijven want hebben dagelycx genochte doen om de schepen aen anckers te houden soo dat geenige van onze iwers zijn geweest daert soo gedeurich werden als wij jegenwoordich bevinden hebben inden tyt van dagen qualijck eenige boots offte schuijts connen gebruijcken om aen landt off malcanderen aen boort te comen gelieft ordre te stellen de schepen die hier zntsenden dat de selfde van anckers en touwen sullen werden versien oock mede van eenigge beroeide saloepen offte ander cleen vaertuijch die de zee eenigweynich connen bousen want iegenwoordich daer van zeer sijn ontbloodt door dien meeste cleijn vaertuijc met de vloot van sr nieuroode mede hebbe gesonden sorgen door hardt weder dat alhier zedert hebben gehadt eenige geswilt mochte wess ende gene men alhier op de chinezen wil attenteren moet niet beroeit en beseijlt vaertuijch wess wij hebben eenige reysen affter de wankans die de chinezen hier meest gebruijcken geweest doe hebben de zelfde nont met iachten boots saloepen en tingans bij off voor de wint connen beseijllen end weten in stilte zeer te vricken soo dat hier hoochnoodich beseylt end beroit vaertuijch van da is hadden wel gehoopt dat de will janssen ons van eenige javonz saloepen end houtwerck als andere noodtlyckheden soude hebbe versien doeh watter van comen zal wil den tyt leeren is well bekent hoe van alles int afffchenden van batavia waren geprouideert ende soo wij niet geassisteert en worden gelyck apprentelyck wel can geschieden van willem janss ofte van eenige verouerde prnissen en zijn wij jegenwoordieh niet meer als voor maen van vereres versien der haluen dient hr met eerste gelegenthent om volgens dese nevensgaen memorie te bevrgen hadde wel gewenst deseyn welcke bij ons mede gegeuen beter ten dienste van compagnie hadde gesuccideert en weten niet off hebben volgens ordre en ten dienste vande comp soo veel ons verstandt en wetenschap mede is brengen getracht om de selfde naer tecomen dan schynt dat de fortuijn in ons voornemen met dienen soo met versenden van eenige schepen ofte iachten als gebleken is hij iacht te cruijs en enoelsven beer mede met verlies van jacht den inge als oock versenden vande schepen groeningen en enoelsz beer hoewel voorn groeningen end den beer naer hun zeggen haer devoir hadde gedaen soude wel eerder bij ons hebben conne comen maer hebben over de weecken op een plaets stil geslegen ende niet ondersocht daer en bou noce dagen de noordelycke windt ouer hooft laten waijen soo zel int fortificeeren ende anders ons veel versuijmpt heeft ende gene ons nache meer verhindert om tot ons voornemen te geraecken is het tarderen vande will jansz end onze voorz gesonde vloot die noch dagelyce tegen sien als oock de twee iachten die naer japon hebben gesonden hadden voor genomen dezelfde naer illa formooza te zenden om aldaer met de chmezen soo in vrientschop als anders te handelen ende op den meesten dienst vande compagnie te letten al soo wij noch iegenwoordich hier met drij schepen blijnen leggen en onbequaem naer ilha formooza te zenden end zeer weynice van gesont vore versien is te bedeuchten sooder geen andere assistente en compt dat wij van dit noordelycke mousson weynich ten dienste vande comp tot ons leet wesz op formoysa zullen vuijtrechten dan houde dezelfde op hape offer eenige chinezen bij ons ter steelwys quamen handelen gelyx op vertreck den tolck van voors ongsoepi tegen mij aendien dat dhij nieten twijffelde off daer houdener wel eenige bij ons ter steelwijs comen en soo zelfde geschiet zullen de goederen soo haet daendelyck ts met,daer toe werdt schip om schip van principaers syn rantsoen lijff te eenige verversinge versien is stucken coertouwen ware sieck doe in oock eenige dien stil staen noch als de bandenezen met syn cleynne syn de eenich genochte houden van als bevinden te ordre stellen zntsenden versien de want gesonden door geswilt eenige reysen affter die hier gebruijcken saloepen voor de end in vricken beseylt will hebbe geassisteert eenige en jegenwoordieh versien volgens nevensgaen wel welcke mede compagnie en comp brengen de selfde met van iachten als beer met verlies den groeningen beer voorn zeggen hadde bij hebben over plaets geslegen daer bou dagen anders heeft voornemen end onze vloot te handelen dienst soo wij hier schepen leggen ilha te zeer gesont versien bedeuchten voors ongsoepi daer en,26
77624_2910_7_9,77624_2910_7_9_sim14,van javas oost cust den april register der papieren dewelke op heeden van hier direct het schip amstelveen na ba tavia versonden werden en geconsigneerd zyn aan haer hoog edelens de hooge jndia sche regeering aldaar te weeten origineele missive van den heer ni colaas hartingh gouverneur en directeur op en langs ja vat noodd oost cust neevens den raad tot samarang ged op heeden twee requesten van eeven so veel versoekers vijff stuks factuuras en cognossementen als twee weegens het geladene in het schip amstelveen te japara een van aan reekening weegens door dien bodem alhier te kort aengebragte goederen annex een notitie der geva lidiende aan de overheeden meerder van voorsz kiel over het van javas oost cust den april register der papieren dewelke op heeden van hier direct het schip amstelveen na ba tavia versonden werden en geconsigneerd zyn aan haer hoog edelens de hooge jndia sche regeering aldaar te weeten origineele missive van den heer ni colaas hartingh gouverneur en directeur op en langs ja vat noodd oost cust neevens den raad tot samarang ged op heeden twee requesten van eeven so veel versoekers vijff stuks factuuras en cognossementen als twee weegens het geladene in het schip amstelveen te japara een van aan reekening weegens door dien bodem alhier te kort aengebragte goederen annex een notitie der geva lidierde aan den overheeden van voorsz kiel over het meerder van java den april van javas oostcust den april meerder en ten min aangebragte ge een weegens verstrekte guastos aan eenige dier scheepelingen een van het geladene in het schip woitkensdorp te tagal neevens cognoissement van dies lading vier onkost reekenings als drie weegens het verstrekte aan meerm bodem amstelveen so ten comp toire japara als hier een aan woetkensdorp ten comptoire een register der overgaande europeese zoldy boeken annis annex anpacket zoldij afreekeningh twee schuld rollen van sodanige jnlandsche militairen en zeevarende mat troosen als te batavia formeel twee duplicaat wissels groot als een ten faveure van den opper coopman en opperhoofd van generale zoldy comptoir jan hoog edelen gestrengen groot achtbaren heere en wel edele heeren het schip amstelveen steevent in geleyde dezes naar uw hoog edelheedens beladen met suijker en hondert lasten rijst van japara ten bedrage van aan zope den hoog edelen gestrenge groot achtbaren heere zijn excellentie jacob mossel generaal over de jnfanterie ten diensten van den staat der vereenigde nederlanden mitsgaders weegens deselve en de octroijeerde oostjndischen compagnie gouverneur generaal en de wel edele heeren raden van nederlands jndia francois de ravallet en een ten voordeele van den oppercoop man en secretaris van scheepenen pieter haksteen samarang den april was geteekend munnik secretaris francois uijt batavia voorsz loopen,van register ba haer hooge weeten missive van den ja vat tot en als amstelveen dien kort aengebragte goederen notitie meerder heeden hier en hooge gouverneur op ged heeden veel schip te voorsz april javas min een van geladene dies lading onkost drie japara een der boeken militairen en troosen twee groot achtbaren het bedrage den over jnfanterie oostjndischen gouverneur edele van francois den was uijt,25
164367_9018_960_965,164367_9018_960_965_sim14,van mallabaer onder dato april exxtract brief door de residen ten christiaen geiseler en leonard bleeser van barssaloor aan den ee agtb heer commandeur julius valenthijn steen van gollenesse en raadna cochim gesz den maart kort naar dat wij met alle eerbied onse onderdanige letteren van den feb pass tot uee agtb over den cannanoors en land weg hadden afgedepecheerd quamen onse met een missive van den der gen maand aanden portugeesen resident tot mangaloor wederom te rug sonder den gedeserteerden matt dirks te kunnen bemagtigen vermits resident monde lings aan haer lieden wist teseggen dat gem geabsenteerde matt op een van zyne aldaar hebbende portugeesen schepen ge plaast te hebben en daar mede zuijdwaerts vertrocken dog gem kiel in wijnige dagen stonde aldaer te reverteeren en als dan ons soude toegesonden werden onderstond accordeert was getekent ste franchimont clercq naam van mallabaer onder dato april daniel simons naam rolle der onderstaende gegageerdens die tot heden al hier te deser custe in wesen zyn bevonden namentlyk ian fredrik wernek dambeek gew capitain nieuwenhuisen coopman amsterdam gew opzigter hoatthuijn hendrik stades cochim gew adsistent jan severijns neurenburg gew constabel christiaen curst jan iacob schoonen loorn gew oppercuyper jan van zuijlen amsterdam jan iacob dezees lubeek gerrit cornelisz utrecht gen zergeants rotterdam hend rheen cochim jan stoffelsz maagdenburg gew soldaet jochem nuysenes matthijs abrahamsz amsterdam gew quartierm valentinus teering van heijligerstad pieter claasz heusden lunenburg hant marcus sapen paulus slot uijt amsterdam janperpast idem harmen haak cochim pieter brull leeuwaerden hend jansz kleijn ian cornelis somer hoorn gew mattroos cochim ten zoldij compt desen april onderstond accorteert was getekent bowijn gew soldaten aan van mallabaer onder dato april aan den agtb heer julius valenthijn stein van gollenesse commandeur en oppergebieder der custen mallabaar canara en wingurla agtb en welgebiedende heer jn opvolginge van uee agtb eerde mondelin ge ordre hebben wij ons ondergeschrevene vervoegt op chettua en aldaer den deser besigtigt de gesteldheijd van het zeegat het welk wij bevonden hebben niet wijder te wesen dan van tot voeten mitsgaders met pijl hoog vater niet dieper dan vier voet dog met laag water zynde nog daar en boven zoo bezuijden en benoorden van ge dagte zeegat als op de bank deurg aens eendroogte van tot een voet water terwyl sommige plaatsen met heel laag water meest droog loopen een en ander sustineeren ondergetekendend onder vee agtb wijser oordeel ver oorzaekt te zyn doordien de land worden van mallabaer onder dato april winden niet meer en waaijen gelijk in de maand november december en ianuarij maar in tegendeel nu al dagen herwaart niet anders als doorgaans zw en winden gewaaijt hebben dewelke de brandings doen verheffen en daar nevens een sterke aanspoeling maken waardoor ondergetekendens oordeelen dat indese lopende mousson de gammellen met kalk geladen niet zonder veel gevaar het voormelte zeegat zullen kunnen uijt varen te meerdewijl men in desen tyd geen ander winden heeft te wagten die eenige veranderinge ten goede zullen voort brengen waar mede verhopen vee agtb seer gerespec teerde ordre gehoorsamentlijk te hebben volbragt middelerwyl in alle eerbied blyven onderstond ee agtb en welgebiedende heer vee agtb gansc onderdanige en gehoorsame dienaren was getekent hesselingh en trousson in margine cochim den maart onderstond accordeert was getekent franchimont clercq aan mallabaer onder dato april van aan den agtb heer julius valenthijn stein van gollenisse commandeur en oppergebieder der custe mallabaar canara en wingurla agtb en welgebiedende heer agtb den ondergetekenden hebben de gelieven ordonneeren ten eijnde op te geven of van de houtwerken die ter deser custe vallen geene bequaam zoude wesen tot masthouten zoo heeft denselven om te zien wat verschil er is inde swaarte tusschen gem houtwerken en het vaderland se greenenhout de volgende soorten aan blok jes ider van voet van quadraad laten zagen en deselve gewogen hebbende bevonden gelijk hier onder specifice werd aangethoond te weten tot mallabaer onder dato april van het teekenhout voet van kwadraet weegt lb idem maloelij  o do divedaara hollands greenen hout welke bovenstaande driesoorten van inlands hout vee agtb gelieft te weten dat al bij de vier iaren ingekogt hebben gelegen en genoeg saam droog zijn waar uijt vee agtb wel kunt oordeelen dat het devedara hout als veel ligter dande twee andere en zoo seer tegen het vaderlandsche niet verscheelende nog wel tot masten zoude kunnen gebruijkt werden en het hier mede verhopende aan vee agtb eerde ordre en intentie voldaan te hebben zoo sal den onderge tekenden zig eere geven van met diep respect te blyven onderstond ee agtb en welgebiedende heer vee agtb on derdanige en gehoorsamen dienaer was getekent de velden in margine cochim den maart onderstond accordeert was getekent fran chimont eerste clercq holland,geiseler van valenthijn dat met alle uee land tot matt lings matt op hebbende portugeesen vertrocken stonde als ons clercq naam april der onderstaende custe wesen bevonden coopman opzigter hoatthuijn stades van stoffelsz soldaet valentinus van heusden cornelis accorteert bowijn april mallabaar gesteldheijd het niet met pijl voet en bezuijden voet meest vee ver van dato december en hebben brandings verheffen daar dat lopende niet meerdewijl desen winden die voort seer hebben in en welgebiedende margine onder aan en ondergetekenden geven die zoude wat gem en vaderland greenenhout hebbende werd teekenhout voet lb do divedaara van bij genoeg wel veel agtb en hebben onderge eere van te blyven welgebiedende en velden onderstond was fran chimont,26
9622_1184_171_172,9622_1184_171_172_sim14,den intree desselfs gelijck voor heen met het veranderen der vorige generaels jmmers noijt is gevolght noch gebleecken heeft maer dat numaels na toncquijn sulcx was geschiet ontstont uijt het gegeven misnoegen vanden overleden capiteijn schilmans die te eijgen sinnigh harthooffdigh en dees lants costuijme niet wel begrijpende was omme in tijts tgedreijghde quaet te voorcomen en dat geen veranderingh in oude voor heen genotene jongst geschieden mocht etc dit meest alles in deser voegen ten waere met het schrijvens van heer gouverneur generael en heeren raden van india contrarie moght werden geordonneert met afscheijt op en julij tgeen ons vanden coninck prins mandorijn etc wert gegeven verstonden hoe dat de maijten voornemens waeren eenige gesanten benevens ons naer batavia te senden tot danckbaerheijt over gront moete presenterende geluckwensinge sijner ed nieuwe lergeringe dat liever hadden excuseert gesien eensdeels om dat den tijt onses vertrecks reeveer gegaen sijnde geen wijder uijtstellinge moght veroorsaecken als wijders dat dogh stonden van elckanderen te scheijden wanneer de reijs voornemens uijt teijouan naer quinam waren ondernemen op dat door hun als bittere vijanden van den ander ons geen nadeel jn dat verhoopte goede vredewerck mochte toecomen waer toe de heere sijn genaetrijcken segen tot welstant van comp gelieven te verlenen opdat door den vreede eens weder bloeijen ende gewenste vruchten tsijner tijt uijt dat rijck trecken mogen soo dat tselvige om niet ons te gaen eer er dight tree tse ter oorsaecke vande weijnige accommodatie die stonden ontmoeten geheel afleijden met aenwijsinge tot het iacht delfshaven twelck van hier over maenden de retour naer batavia te keren stondt dat aennamen sigh wel gevallen lieten ende ons genoegen aenbracht tot verwonderingh hoe wel de fluijtschepen nevens jonckjen catwijck gelijckelijck op julij ende wij daeghs aenvolgens afgedreven en omtrent de nocqbo ontmoeten alwaer campen vast geraeckten gelijck selfs menighmael gedaen hebben en echter tot op heden sijnde den en augustij noch campen noch keijser nevens de vrunden die dagen na ons te volgen stonden niet vernemen hoe wel ree twee dagen hebben leggen wachten en onse tijt seer vergaen en costelijck is soo wert op gisteren tegens den avont bijden raet goetgevonden wij soo veel doenlijck ons reijs vervorderen soude te meer de valck noch van teijouan costi te taet ene sijnen tijt hooghnodigh verschijnen van doen heeft desen dan en sullen niet wijder verlengen maer hier in gebreeckende aen den coopman keijser en der vrunden verscheijninge costij seer gaerne refereren die buijten twijfel van alles wel contentement doen sullen hier mede achtbare wijse voorsienige seer discrete vrunden sullen naer groete gesamentlijck gode bevelen en over,met noch maer was gegeven vanden capiteijn costuijme tgedreijghde mocht etc schrijvens generael geordonneert ons wert gegeven hoe danckbaerheijt moete wijder moght scheijden wanneer naer waren hun als dat comp ende dat tselvige om eer dight over maenden wel fluijtschepen gelijckelijck ende de nocqbo selfs menighmael den en vrunden die wel en onse den te van hooghnodigh dan en den voorsienige seer groete,25
139508_8228_375_377,139508_8228_375_377_sim14,van maccassar onder dato ber maccassar dato voorsz was getee kent clootwijk sinke laar petzold winkelman neurs ravensberg en hadenspijl lager mij pre sent geteekend burggraaff secretaris onderstond accordeert was geteekend burggraaff secretaris ter zijde stond voor nasien neederman voor ovleesen linkenbeek register van soodanige pan pieren als er thans na batavia werden overgezonden geconsig neerd aan zijn edelheijd den hoog edelen gestrengen groot agtb heere jacob mossel gouverneur generaal beneffens de ed heeren raaden van neder lands jndia register deses van maccassar den ber origineele missive van gouverneur en raad aaneven gem haar hoog edelh ged den deeser copia resolutie genoomen in raade van politie op den ber deeses jaars cognoissement van gabba gabba kassen met konfeijte nagelen naam roll van stux gecondemneerd diverse requesten der comp dienaaren naam roll van zodanige mili tairen als ter overbrengen van den gesz coopman en fiscaal camerling een anthonij van dorth do chialoup zwaluw en barkije arnoedia de liana batavia waarts vertrecken onderstond maccassar jn casteel rotterdam den ber was geteekend burggraaff secret batavia van maccassar den ber batavia aan zijn edelheijd den hoog ed ge strengen groot agtb heere jacob mossel gouverneur generaal bene vens de wel ed heeren raaden van nederlands india tituel na dat reets onse na jaarige advij sen aan uw hoog edelh om bij eenkomst van den deser geresu meert en geteekend ware vonden wij ons dien zelven avond nog ver eerd met de respective uwer hoog edelh veel gerespecteerde letteren van dato julij deses jaars wes halven omme aan uw hoog edel heedens daar bij vercrattede veel eerde beveelen schuldpligtig te obedieeren hadden wij des anderen daags of den deser in onse vergadering,ber was sinke secretaris ovleesen linkenbeek pan thans gestrengen ed van deses origineele genoomen raade kassen diverse zodanige overbrengen zwaluw casteel ber burggraaff batavia den ber batavia zijn hoog agtb vens de dat hoog vonden nog uwer uw daar te den,25
11634_1232_650_651,11634_1232_650_651_sim14,majus in tschip de mars aen eyjland erbite ende ten vijfden datmen uijt de gansche vlote seevarende mannen sal kiesen maeckende daer uijt drie compagnien yder van coppen namelyck ditos gewapent met precken ende syt geweer ende de derde allenelijck met bijlen granaet sacken om die in verscheijde voorvallen gelegentheden te gebruijcken sij om hant granaten te goijen storm leren aentebrengen cruijt lont ende loot voor de musquetiers te dragen als anders over welcke dan eligeert ende gestelt sin tot capiteijns te weten over de twe eerste compagnien pieckeniers schipper pieter van dalen op coukercken ende de hoogh bootsman op schip de mars davit dircxsz verburch ende over de derde compagnie den schipper op charlois leendert roos kiesende een ider van die sijn competente officieren daer is oock goetgevonden naer gedane propositie ten aensiene wij ons hier vonden nader bij gat van larentoucque te leggen als by dat van lamhole datwe even wel des niet jegenstaende tselve daer we eerst hier binnen waren geheijlt wederom souden uytlopen ende dat om seeckerheijts wil vervorderende op morgen onder de wille godes onse vordere voyagie ten laesten isser gearresteert ende verstaen dat als we met de vlote bij ofte omtrent het eijlant saleijer sullen syn gecomen ende schip de mars benevens twe chaloupen de kreeft ende jncatra met de voornaemste hoofden dan vande vlootsullen scheijden men bij provisie tot hooft over geseijde vloot sal stellen den schipper op het jacht houtelande fredrick elders met bevel ons de selve majus anno in tschip de mars aen serbite selve al sachjens after aen te voeren ende tot beoosten aen eyjland tanakeka bequamelijck ten ancker te brengen also daer meermalen geweest is voorgeeft daer om her redelijcker wijse ervaren te syn hebbende by resumtie onser generalen ordre raeckende dit poinct de see ervarene raetsamer ende seeckerder acht de vlote te brengen in plaetse van bewesten beoosten het eijlant tanakeka ten ancker om van daer op geroepen werdende aller tijt gevoechlijcker tusschen dat eylant ende de vastehoeck van tanakeka met die selve deur tebooren aldus gedaen ende gearresteert in schip de mars leggende met de vlootgeanckert binnen dat is beluijden aen het eijland servite voor de negrye ofte dorp lamale tegen over het eyland solor datum ut supra was geteeckent johan van dam johan treuijtman hendrick ter horst harman van outshoorn hendrick vande put jan barra jeurian paulus hugo culenburgh abraham jausen jan bol pieter vandalen cornelis reyers steenhuijs desen vervolgende is in gemelte rade oock gedaen voorlesen de nadere geconcipieerde seijlaes ordre reglement spreeckende vande voortsettingh onser voyagie namel van hier naer eijlant tamakeka ende soo voorts tot voorde stad macassar werdende die in allen delen dan geapprobeert ende daer op in de vloot uijtgedeelt vande navolgende inhoude nader,ten datmen de kiesen uijt ende de ende musquetiers op de competente propositie ten nader van uytlopen om vordere gearresteert de bij eijlant saleijer twe vande vlootsullen op mars al voeren tot tanakeka ancker geweest voorgeeft resumtie generalen ende acht de te in van ten ancker daer dat eylant vastehoeck met deur leggende is het was johan treuijtman jeurian abraham jan vandalen desen seijlaes soo voorde op,25
39453_1533_102_102,39453_1533_102_102_sim15,translaet van voren bahoewa nizoerat die kieriemcan dengan hati toelas dan aghalaes olehaija hendan heer gourna door dan direc toor cornelis van der druijn zenta dengan raedt deriepada alam moloco capada anacda padoela zienij zultha hamsa taharoedin siah dan radja derie tada poeloe tadorie touan alloen ta allah die anoegrahacan boeddiman den panga tahawan padanja die attas boemi zoepaija jja mama rentacom dengan ontong dan tjalech die jacoti lagie die koezihi oleh bala raijasnja amin amaba adoe adaepoen camodien derie ttoe aija henda goerna door mamaaloem com acom anacda padoeca zienij zulthan bahoewa camie zoeda tariema zoeratmoe rang die kieriemcan pada boelen in harie rang staende brief door heer gouvern cornelis van der duijn aen tidors koning namsa taharoedin gesz de dato september overgeset door doms hoodenpijl cazambilom,nizoerat die kieriemcan alam capada padoela hamsa panga ontong koezihi amin adoe door acom zulthan zoeratmoe tidors gesz de doms,26
154749_8773_157_160,154749_8773_157_160_sim15,bengale onder dato maert aan als voren op de vordering gedaan bij ue brief je van gisteren het welke ons benevens eene somma van as wel geworden is gaat thans en hegte vaar tuijgen onder op sigt van een vertrouwd pion tot ue over het in onse pakhuijsen nog berust hebbende silver bestaande naluijd der spelose memorie in kisten met bhaar silver mank realen en kruijs rijxdaalders waar meede wij nu hope dat ue het werk sonder interuptie aan den gang sullen houden ende ons over sulx ten spoedigsten met naamwaardige montanten provideeren waar na wij ver dagelijx met het meeste verlangen uijt siende jntusschen naar vrindelijke groete verblijven onderstond ue goede vrinden was getekent als voren ter zijde cassembasaar den maart aan als voren aan bengale onder dato maert an in ue briefje van gisteren ons bene vens een somma van ro welen ten accoorde toegebragt hebben wij gaarne gesien dat de iongst derwaards ge schikte kisten met silver gunter wel ontfangen waaren soo meede dat ue in geen gebreke blijven souden ons soo spoedig als mogelijk met geld te voorsien waar van wij de gewenste effec ten door het toeschicken van wat groo tere ofte naar rato der thans aan nemende dagen eenigsints meer geproportioneerde capitalen ten eer sten verwagten en hier mede naar groete verblijve onderstond ve goede vrinden was getekent als voren ter zijde cassembasaar den maart onderstond accordeert was getekent eelbragt clercq cassembasaar aan den heere jan albert sichterman opperkoopman bengale onder dato maert van opperkoopman secunde deser directie en opperhooft benevens den raad aldaar gebieder de goede bestelling onser geringe lette reir van mo courant met het daar bezijde gesondene sommetie en rendement der iongst absolveerde vermunting hebben ter eeren vernomen uijt uee zeer geres pecteerde missive van gisteren die ons benevens een nomb van kisten soo blaar silver als margrealen conform de memorie wel toegebragt is met welkers verwerking op heeden reeds beginnende niet sul len manqueren alle menschmogelijke spoed te maken ten eijnde op onse beurt instaat te weesen de daar van komende siccas te kunnen vorderen en uex te doen gewerden welkers gewenst succes vieriglijk verhoopt werd door de gene die haar de eere geven met veel respect te verblijve onderstond gebieder uee zeer onderdanige en gehoorsume dienaaren was ge wildervank wecker dekent ter jan bengale onder dato maart ter zijde carriemabaadh den feb aan als voren zedert de versending onzer geringe van den deser hebben niet alleen het daar bij vermelte zilver voor het meeren gedeelte verwerkt maar ook op gisteren daar van reeds zodanige contanten aan handen gekregen als ter somma van sicc ro deser onder toesigt van vertrouwde prons versel len die wijders dienen laten ter eerbiedige advertentie dat de munt op heden wegens het gewone iaarlijx holij fiest staat gesloten en over drie dagen weder geopent te werden terwijl ons voor het overige eergeven met veel agting te verblijven onderstond ee gebieder uex seer onderdanige en gehoorsame dienaren was getekent als vooren ter zijde carriema baadl den feb aan als voren ue,dato als gedaan is hegte op tot bhaar silver nu dat ue ende montanten wij den somma van ro wij spoedig te door van wat tere thans ten naar onderstond vrinden ter zijde den getekent albert onder dato opperhooft de bestelling geringe lette reir van met het daar bezijde sommetie en rendement iongst vernomen de memorie wel verwerking gewenst vieriglijk de jan zijde voren geringe van vermelte zilver daar van sicc deser eerbiedige wegens over het met gebieder en ter,26
81780_3064_21_22,81780_3064_21_22_sim15,van karreek ult september ten agteren staande rekeningen bedragen als reekening van opgelegde vergoedingen over het geene de twee den teekenaar deses by de bevinding op de negotie boeken van ter vergoeding is opgelegt en aangesien deselve verhoopt om de daar tegen ingebragte re den van dese vergoeding ontheft te werden soo blijft sulk als nog voortlopen met david buffens geweese opsiender der logie op tamron over geene deselve bij sluijten sij ner reecq sub ult junij deses jaars aan comp te quaat gebleven is met jan jacob christant adsistent en opsiender der logie op gamron over geene deselve meer geno ten als tot heden verdient heeft met uijtgestelde zaken voort op gamron te kort be vondene op de swavel sout en roodaarde boo ven de gepermitteerde afschrijvinge welk tot nadere dispositie van uw hoog edelens op dese reecq gestelt is met te samen als boven de zeecq van onkosten van koopmanschappen heeft dit jaar bedragen en daar en tegen ten voordeele van deselve geboekt dus dese reecq met opwintt en verlies vereffent is de caab javas oost kust samarang bon barkam van karreek ult september de winsten aan de calcule van de memorie van menagie voldoende hebben daar en tegen de lasten deselve gesur passeert met onder welke somma eenelijk extra ordinair sijn als afgegeven een present aan kerim chan afgedragende reparatie aan de gallonet de fervis aan den onderkoopman nicolaij voor desselfs onkos ten op de heen en weerom reijse van gamron nopens het present aan kerim chan afgegeven hebben wij nedrige reets de eere gehad by onse eerbiedige jongste van den junij marienbosch uw hoog edelens te berigten dat wy selve niet hebben kunnen vermijden nog verminderen soo wy niet dien die thans groote gesag en aansien in persien heeft wilden affronteeren of te onvrinde maken tot de reparatie aan de veroverde gallouet de fervis gedaan zyn wij insgelijks genootsaakt geweest soo de comp van best beseylste vaarthuijg in dese golfeeni ge dienst wilde hebben en selve niet op strant laten vergaan en verrotten dat wij verders verpligt ge weest sijn om den onderkoopman nicolaij na gam ron te senden twyffele wij niet of zal uw hoog edelens reets uyt onse soo even gerepte nedrige lette rentz marienbosch gebleken sijn resteert nog nog,staande het teekenaar op is en van sulk buffens opsiender op reecq te ten op kort op hoog dese is te boven de zeecq heeft jaar en dus en van memorie van hebben passeert eenelijk afgedragende gallonet onderkoopman voor en gamron nopens wij gehad edelens selve niet in te tot comp dienst hebben verrotten verders om uw soo even,25
