doc_id_1,inv_number_1,start_page_1,end_page_1,doc_id_2,inv_number_2,start_page_2,end_page_2,cosine_similarity,fuzzy_score,text_1,text_2
126050_7865_66_67,7865,66,67,126052_7865_68_69,7865,68,69,0.9999755,100,javas oost cust den april aan zijn excellentie den hoog edelen gestr groot agtbaren heere jacob mossel generael over de jnfanterij ten dienste van den staet dervereenigde nederlanden mitsgaders wegens deselve ende oostjndische comp gouverneur generael en de wel edele groo agtb heeren raeden van nederlands jndia hoog eden gestr groot agtb erntfeste manhafte wel wijse voorsienige discreete seer genereuse wijd gebiedende heere en wel edele groot agtb heeren in margine genoemde barcq op den februarij pr debarcq reijder door zware lechagie genootsaakt geweest sijnde tuschen eijlanden van ballo het anhier te laten vallen van waer des nagts circa elf uuren diverse noodschooten hoorde doen weerop in mediaet resol neerde om hen vaertuijg dat aenhanden was met een mattroos daer op opkendschap uijttesenden mogelijk ten fine soospoedig te ontdekken wat dit schieken wilde beduijden des javas oostcust den april ao des morgens circa uuren retourneerde de prauw majang meedebrengende een brieffje van den gesaghebber david winter commandee rende debarcq omme gemeld waer in hij kennis geeft van de droevige toestand in dewelke hij zig bevond hebbende bij de soogenaemde duijvels klip een seer swaerlek gekreegen welke ogenschijne lijk diervoegen was toegenomen dat hij heeden on mogelijk langer zee kunnen de houwen genood dwang was geworden het anker in de grond te werpen daerbij voegende versoek om een goed deel inlanderen ten einde het bereets halff gesanke vaartuijg wederom lens tekrijgen welke man schappen hem met de vereischte spoed wierden toe gesonden sulx hij door dat behulp de prompen leedig zijnde het vaertuig op droge eijland van pallo geset hebbende selfs aen dewal quam van alles nader mondeling verslag doende waer op ik den baes der timmerlieden alhier gelast na boord tegaen omme alles nauwkeurig te ondersoeken het welk geschiede bij terug komst vande baas betuigde hij dat het op de bark seer slegt was gestelt teffens verklarende onmogelijk instaet te zijn om de menigvuldige lekken te kunnen ontdekken waer van hij een verkila ringe onder pligtige eeden heeft moeten doen dewelke door den tekenaer den edelen heer gou verneur,javas oost cust den april aaan zijn excellentie den hoog edelen gestr groot agtbaren heere jacob mossel generael over de jnfanterij ten dienste van den staet dervereenigde nederlanden mitsgaders wegens deselve ende oostjndische comp gouverneur generael ende wel edele groo agtb heeren raeden van nederlands jndia hoog eden gestr groot agtb erntfeste manhafte wel wijse voorsienige discreete seer genereuse wijd gebiedende heere en wel edele groot agtb heeren in margine genoemde barcq op den februarij pr debarcq reijder door zware lechagie genootsaakt geweest sijnde tuschen eijlanden van ballo het anhier telaten vallen van waer des nagts circa elf uuren diverse noodschooten hoorde doen waerop in mediaet resol neerde om hen vaertuijg dat aenhonden was met een mattroos daer op opkondschap uijttesenden mogelijk ten fine soo spoedig te ontdekken wat dit schieken wilde beduijden der javas oostcust den april ao des morgens circa uuren retourneerde de prauw majang meedebrengende een brieffje van den gesaghebber david winter commandee rende debarcq omme gemeld waer in hij kennis geeft van de droevige toestand in dewelke hij zig bevond hebbende bij de soogenaemde duijvels klip een seer swaerlek gekreegen welke ogenschijne lijk diervoegen was toegenomen dat hij heeden on mogelijk langer zee kunnende houwen genood dwang was geworden het anker in de grond te werpen daerbij voegende versoek om een goed deel inlanderen ten einde het bereets halff gesanke vaartuijg wederom lens tekrijgen welke man schappen hem met de vereischte spoed wierden toe gesonden sulx hij door dat behulp de prompen ed leedig zijnde het vaertuig op droge eijland van pallo geset hebbende selfs aen dewal quam van alles nader mondeling verslag doende waer op ik den baes der timmerlieden alhier gelast na boord tegaen omme alles nauwkeurig te ondersoeken het welk geschiede bij terug komst vande baas betuigde hij dat het op de bark seer slegt was gestelt teffens verklarende onmogelijk instaet te zijn om de menigvuldige lekken te kunnen ontdekken waer van hij een verkla ringe onder pligtige eeden heeft moeten doen dewelke door den tekenaer den edelen heer gou verneur
125141_7851_198_199,7851,198,199,125139_7851_196_197,7851,196,197,0.9821257,100,september van iavas oost cust den dienaren was getekend keijser suchtelen en doorn in margine sourabaija den september aan als even ootmoedig diend deese ten geleijde van coiangs boontjes groene cadjang en picol cattoene garen ten bedragen van vide cognoiscement factuur dese annex waar mede met diep ontsag verblijff onderstond titul lager uw hoog edele gestrenge groot agtbare gehoorsame onderdanige en trouw schuldige dienaar was getekend hartingh in margine grissee den ber aan als voormeld onder opsigt van den constabelsmaat sterma nus knappers en behorelijk geteijkend verbandschrift vaert van iavas oost cust den aug hoog vaart tot edelhedens over een vlot no beladen met heroverde en ingekogte houtwer ken voor eijland onrust ten bedra gen met diens ongelden nader blijkende uijt de nevensleggende cognoissement frac tuum waar,september van iavas oost cust den dienaren was getekend keijser suchtelen en doorn in margine sourabaija den september aan als even ootmoedig diend deese ten geleijde van coiangs boontjes groene cadjang en picol cattoene garen ten bedragen van vide cognoiscement factuur dese annex waar mede met diep ontsag verblijff onderstond titul lager uw hoog edele gestrenge groot agtbare gehoorsame onderdanige en trouw schuldige dienaar was getekend hartingh in margine grissee den ber aan als voormeld onder opsigt van den constabelsmaat sterma nus knappers en behorelijk geteijkend verbandschrift vaert van iavas oost cust den aug hoog vaart tot edelhedens over een vlot beladen met heroverde en ingekogte houtwer ken voor eijland onrust ten bedra gen met diens ongelden nader blijkende uijt de nevens leggende cognoissement frac tuur waar
125118_7851_138_139,7851,138,139,125120_7851_140_141,7851,140,141,0.99999976,100,van iavas oost cust den aug stux schult rekeningen van overledene perzonen uijtwij zijns annexe naam rolle een request van den wagtmeester jan van den bergh drie solo wisselbrieven den eenen gemaakt door de fac toors vande amphioen sociteijt ten faveure van de heeren jacob mossel directeur jan van hoff en jacob cool administreerende hoofd participanten van opgem cociteijt groot rd de tweede door den europ eesburger simon pierre salis ten voordeele van den batavias burger matthijs swemmelaer ten bedrage van rd en den laatsten alhier door den jnlands soldij boekhouder jan renne op den mede dito tot batavia iean fabre rendeerende rd samarang den augustus was getekend tout le monde secretaris in margine nb het nevensleggende request van den zergeant en boschganger tot wallerie boudewijn albregts is ab uijsivelijk bij de missive van den jongst verweken vergetenas te zenden batavia van iavas oost cust den augustus schip binnewijzend batavia aan den hoog edelen hoog agtb re gestrengen heere zijn hoog edelheijd gustaaff willem baron van jmhoff gouverneur generaal ende edele heeren raden van nederlands jndia porde gunstige toeschicking van diverse pakken lijwaten en eenige andere benodigdheden ons nevens uw hoog edelens veel eerd schrijvens van den julij per brengendezes besteld betuijgen wij onse sub misse dankbaarheijd en laten dien bodemthans weder te rug stevenen beladen met balken van voot kostende met de ongelden en kannen lampolij nevens stroo zeijlmatten bedragende dis tincter blijkende bij twee differente factuuren also het eerste te japara en het laatste hier as gescheept is en van qualladamak zal desen kiel ook nog twee hout vlotten mede slepen nevens een geleijde briefje van den resident werdende hier voorts nog bij gevoegd twee onkost reecquening titul van,van iavas oost cust den aug stux schult rekeningen van overledene perzonen uijtwij zijns annexe naam rolle een request van den wagtmeester jan van den bergh drie solo wisselbrieven den eenen gemaakt door de fac toors vande amphioen sociteijt ten faveure van de heeren jacob mossel directeur jan van hoff en jacob cool administreerende hoofd participanten van opgem cociteijt groot rd de tweede door den europeesburger simonpierre salis ten voordeele van den batavias burger matthijs swemmelaer ten bedrage van rd en den laatsten alhier door den jnlands soldij boekhouder jan renne op den mede dito tot batavia iean fabre rendeerende rd samarang den augustus was getekend tout le monde seretaris in margine nb het nevens leggende request van den zergeant en boschganger tot wallerie boudewijn albregts is ab uijsivelijk bij de missive van den jongst verweken vergetenas te zenden batavia van iavas oost cust den augustus schip binnewijzend batavia aan den hoog edelen hoog agtb gestrengen heere zijn hoog edelheijd gustaaff willem baron van jmhoff gouverneur generaal ende edele heeren raden van nederlands jndia porde gunstige toeschicking van diverse pakken lijwaten en eenige andere benodigdheden ons nevens uw hoog edelens veel eerd schrijvens van den julij pen brengende zes besteld betuijgen wij onse sub misse dankbaarheijd en laten dien bodemthans weder te rug stevenen beladen met balken van voot kostende met de ongelden en kannen lampolij nevens stroo zeijlmatten bedragende dis tiniter blijkende bij twee differente factuuren also het eerste te japara en het laatste hier as gescheept is en van qualladamak zal desen kiel ook nog twee hout vlotten mede slepen nevens een geleijde briefje van den resident werdende hier voorts nog bij gevoegd twee onkost reecquening titul van
137058_8166_43_43,8166,43,43,137056_8166_41_41,8166,41,41,0.993411,99,van malassar mo magt as hoog ed den ed heer ioannes camphuijs tot het hoog wigtige en eminente ampt van gouverneur generaal van india door onse heeren majores gevordert en aangestelt was en daarinne den feb deses jaars tot batavia is bevestigt geworden en welke voorstellinge en authorisatie onder afleggen van den eedt ter deser plaatse al ten eersten mede zoude geschiet zijn maar de wijl wij oordelen dat op vieren van dese solemniteijten behoorde en nootsakelijk moesten present wesen radja bonij goa en alle comp verdere bontgenoten die neffens ons den eedt op de voorstellinge van den gouvern generaal gewoon zijn afteleggen zoo hebben wij onder ed gestrenghedens welnemen dese plegtigheden uijtgestelt tot den aanstaande wanneer wij menen dat alle de coningen vorsten en bontgenoten haar op het ontbot van radja bomij aan dit casteel zullen laten vinden onder en tusschen wenschen wij zijn hoog ed den ed le heer gouverneur generaal joannes camphuijs toe de iegen godes dien wij gedurigl bidden zullen dat hij zijn ed persoon in een langdurige gesontheijt gelieve te bewaren en zijne hoog ed ls regeringe en beleijt van zaken in zijne hoede te nemen en met voorspoet en geluck te zegenen tot heijl en profijt van onsen staat voor ons en onse nakomelinge en tot welvaren van alle zijne hoog agtb res onderdanen en jnwoonderen het schip zee dat omtrent medio april ontlast en weder geballast was zouden wij op ed hoog agtb bevel al ten eersten na ontlossinge gedimitteert hebben na bima en sambauwa bij aldien des presidents chialoupje waar mede den boekhouder en provisioneel rresident hendrik steenkop den november passado naar bima vertrocken was ons vervolgens op meert van daar niet weder ware bij gekomen met schrijvens van den resident voornoemt waar bij ons verwittigde dat den conink van sambauwa op feb het sappanhout nog niet had begonnen te kappen geen hij nogtans belooft heeft in meij aanstaande aan zijne stranden in gereetheijt te brengen en dewijl op dese notificatie ons beswaart vonden dat desen vorst ons,eg van malassarm meij hoog ed le den ed heer joannes camphuijs tot het hoog wigtige en eminente ampt van gouverneur generaal van india door onse heeren majores gevordert en aangestelt was en daarinne den feb deses jaars tot batavia is bevestigt geworden en welke voorstellinge en authorisatie onder afleggen van den eedt ter deser plaatse al ten eersten mede zoude geschiet zijn maar de wijl wij oordelen dat op vieren van dese solemniteijten behoorde en nootsakeljk moesten present wesen radja bonij goa en alle comp verdere bontgenoten die neffens ons den eedt op de voorstellinge van den gouvern generaal gewoon zijn afteleggen zoo hebben wij onder ed gestrenghedens welnemen dese plegtigheden uijtgestelt tot den aanstaande wanneer wij menen dat alle de coningen vorsten en bontgenoten haar op het ontbot van radja bonij aan dit casteel zullen laten vinden onder en tusschen wenschen wij zijn hoog ed den ed le heer gouverneur generaal joannes camphuijs toe de iegen godes dien wij gedurigl bidden zullen dat hij zijn ed persoon in een langdurige gesontheijt gelieve te bewaren en zijne hoog ed ls regeringe en beleijt van zaken in zijne hoede te nemen en met voorspoet en geluck te zegenen tot heijl en profijt van onsen staat voor ons en onse nakomelinge en tot welvaren van alle zijne hoog agtb res onderdanen en jnwoonderen het schip zee dat omtrent medio april ontlast en weder geballast was zouden wij op ed le hoog agtb bevel al ten eersten na ontlossinge gedimitteert hebben nabima en sambauwa bij aldien des presidents chialoupje waar mede den boekhouder en provisioneel rresident hendrik steenkop den november passado naar bima vertrocken was ons vervolgens op meert van daar niet weder ware bijgekomen met schrijvens van den resident voornoemt waar bij ons verwittigde dat den conink van sambauwa op feb het sappanhout nog niet had begonnen te kappen geen hij nogtans belooft heeft in meij aanstaande aan zijne stranden in gereetheijt te brengen en dewijl op dese notificatie ons beswaart vonden dat desen vorst ons
137058_8166_43_43,8166,43,43,137055_8166_41_41,8166,41,41,0.993411,99,van malassar mo magt as hoog ed den ed heer ioannes camphuijs tot het hoog wigtige en eminente ampt van gouverneur generaal van india door onse heeren majores gevordert en aangestelt was en daarinne den feb deses jaars tot batavia is bevestigt geworden en welke voorstellinge en authorisatie onder afleggen van den eedt ter deser plaatse al ten eersten mede zoude geschiet zijn maar de wijl wij oordelen dat op vieren van dese solemniteijten behoorde en nootsakelijk moesten present wesen radja bonij goa en alle comp verdere bontgenoten die neffens ons den eedt op de voorstellinge van den gouvern generaal gewoon zijn afteleggen zoo hebben wij onder ed gestrenghedens welnemen dese plegtigheden uijtgestelt tot den aanstaande wanneer wij menen dat alle de coningen vorsten en bontgenoten haar op het ontbot van radja bomij aan dit casteel zullen laten vinden onder en tusschen wenschen wij zijn hoog ed den ed le heer gouverneur generaal joannes camphuijs toe de iegen godes dien wij gedurigl bidden zullen dat hij zijn ed persoon in een langdurige gesontheijt gelieve te bewaren en zijne hoog ed ls regeringe en beleijt van zaken in zijne hoede te nemen en met voorspoet en geluck te zegenen tot heijl en profijt van onsen staat voor ons en onse nakomelinge en tot welvaren van alle zijne hoog agtb res onderdanen en jnwoonderen het schip zee dat omtrent medio april ontlast en weder geballast was zouden wij op ed hoog agtb bevel al ten eersten na ontlossinge gedimitteert hebben na bima en sambauwa bij aldien des presidents chialoupje waar mede den boekhouder en provisioneel rresident hendrik steenkop den november passado naar bima vertrocken was ons vervolgens op meert van daar niet weder ware bij gekomen met schrijvens van den resident voornoemt waar bij ons verwittigde dat den conink van sambauwa op feb het sappanhout nog niet had begonnen te kappen geen hij nogtans belooft heeft in meij aanstaande aan zijne stranden in gereetheijt te brengen en dewijl op dese notificatie ons beswaart vonden dat desen vorst ons,eg van malassarm meij hoog ed le den ed heer joannes camphuijs tot het hoog wigtige en eminente ampt van gouverneur generaal van india door onse heeren majores gevordert en aangestelt was en daarinne den feb deses jaars tot batavia is bevestigt geworden en welke voorstellinge en authorisatie onder afleggen van den eedt ter deser plaatse al ten eersten mede zoude geschiet zijn maar de wijl wij oordelen dat op vieren van dese solemniteijten behoorde en nootsakeljk moesten present wesen radja bonij goa en alle comp verdere bontgenoten die neffens ons den eedt op de voorstellinge van den gouvern generaal gewoon zijn afteleggen zoo hebben wij onder ed gestrenghedens welnemen dese plegtigheden uijtgestelt tot den aanstaande wanneer wij menen dat alle de coningen vorsten en bontgenoten haar op het ontbot van radja bonij aan dit casteel zullen laten vinden onder en tusschen wenschen wij zijn hoog ed den ed le heer gouverneur generaal joannes camphuijs toe de iegen godes dien wij gedurigl bidden zullen dat hij zijn ed persoon in een langdurige gesontheijt gelieve te bewaren en zijne hoog ed ls regeringe en beleijt van zaken in zijne hoede te nemen en met voorspoet en geluck te zegenen tot heijl en profijt van onsen staat voor ons en onse nakomelinge en tot welvaren van alle zijne hoog agtb res onderdanen en jnwoonderen het schip zee dat omtrent medio april ontlast en weder geballast was zouden wij op ed le hoog agtb bevel al ten eersten na ontlossinge gedimitteert hebben nabima en sambauwa bij aldien des presidents chialoupje waar mede den boekhouder en provisioneel rresident hendrik steenkop den november passado naar bima vertrocken was ons vervolgens op meert van daar niet weder ware bijgekomen met schrijvens van den resident voornoemt waar bij ons verwittigde dat den conink van sambauwa op feb het sappanhout nog niet had begonnen te kappen geen hij nogtans belooft heeft in meij aanstaande aan zijne stranden in gereetheijt te brengen en dewijl op dese notificatie ons beswaart vonden dat desen vorst ons
137059_8166_43_43,8166,43,43,137056_8166_41_41,8166,41,41,0.993411,99,van malassar mo magt as hoog ed den ed heer ioannes camphuijs tot het hoog wigtige en eminente ampt van gouverneur generaal van india door onse heeren majores gevordert en aangestelt was en daarinne den feb deses jaars tot batavia is bevestigt geworden en welke voorstellinge en authorisatie onder afleggen van den eedt ter deser plaatse al ten eersten mede zoude geschiet zijn maar de wijl wij oordelen dat op vieren van dese solemniteijten behoorde en nootsakelijk moesten present wesen radja bonij goa en alle comp verdere bontgenoten die neffens ons den eedt op de voorstellinge van den gouvern generaal gewoon zijn afteleggen zoo hebben wij onder ed gestrenghedens welnemen dese plegtigheden uijtgestelt tot den aanstaande wanneer wij menen dat alle de coningen vorsten en bontgenoten haar op het ontbot van radja bomij aan dit casteel zullen laten vinden onder en tusschen wenschen wij zijn hoog ed den ed le heer gouverneur generaal joannes camphuijs toe de iegen godes dien wij gedurigl bidden zullen dat hij zijn ed persoon in een langdurige gesontheijt gelieve te bewaren en zijne hoog ed ls regeringe en beleijt van zaken in zijne hoede te nemen en met voorspoet en geluck te zegenen tot heijl en profijt van onsen staat voor ons en onse nakomelinge en tot welvaren van alle zijne hoog agtb res onderdanen en jnwoonderen het schip zee dat omtrent medio april ontlast en weder geballast was zouden wij op ed hoog agtb bevel al ten eersten na ontlossinge gedimitteert hebben na bima en sambauwa bij aldien des presidents chialoupje waar mede den boekhouder en provisioneel rresident hendrik steenkop den november passado naar bima vertrocken was ons vervolgens op meert van daar niet weder ware bij gekomen met schrijvens van den resident voornoemt waar bij ons verwittigde dat den conink van sambauwa op feb het sappanhout nog niet had begonnen te kappen geen hij nogtans belooft heeft in meij aanstaande aan zijne stranden in gereetheijt te brengen en dewijl op dese notificatie ons beswaart vonden dat desen vorst ons,eg van malassarm meij hoog ed le den ed heer joannes camphuijs tot het hoog wigtige en eminente ampt van gouverneur generaal van india door onse heeren majores gevordert en aangestelt was en daarinne den feb deses jaars tot batavia is bevestigt geworden en welke voorstellinge en authorisatie onder afleggen van den eedt ter deser plaatse al ten eersten mede zoude geschiet zijn maar de wijl wij oordelen dat op vieren van dese solemniteijten behoorde en nootsakeljk moesten present wesen radja bonij goa en alle comp verdere bontgenoten die neffens ons den eedt op de voorstellinge van den gouvern generaal gewoon zijn afteleggen zoo hebben wij onder ed gestrenghedens welnemen dese plegtigheden uijtgestelt tot den aanstaande wanneer wij menen dat alle de coningen vorsten en bontgenoten haar op het ontbot van radja bonij aan dit casteel zullen laten vinden onder en tusschen wenschen wij zijn hoog ed den ed le heer gouverneur generaal joannes camphuijs toe de iegen godes dien wij gedurigl bidden zullen dat hij zijn ed persoon in een langdurige gesontheijt gelieve te bewaren en zijne hoog ed ls regeringe en beleijt van zaken in zijne hoede te nemen en met voorspoet en geluck te zegenen tot heijl en profijt van onsen staat voor ons en onse nakomelinge en tot welvaren van alle zijne hoog agtb res onderdanen en jnwoonderen het schip zee dat omtrent medio april ontlast en weder geballast was zouden wij op ed le hoog agtb bevel al ten eersten na ontlossinge gedimitteert hebben nabima en sambauwa bij aldien des presidents chialoupje waar mede den boekhouder en provisioneel rresident hendrik steenkop den november passado naar bima vertrocken was ons vervolgens op meert van daar niet weder ware bijgekomen met schrijvens van den resident voornoemt waar bij ons verwittigde dat den conink van sambauwa op feb het sappanhout nog niet had begonnen te kappen geen hij nogtans belooft heeft in meij aanstaande aan zijne stranden in gereetheijt te brengen en dewijl op dese notificatie ons beswaart vonden dat desen vorst ons
137059_8166_43_43,8166,43,43,137055_8166_41_41,8166,41,41,0.993411,99,van malassar mo magt as hoog ed den ed heer ioannes camphuijs tot het hoog wigtige en eminente ampt van gouverneur generaal van india door onse heeren majores gevordert en aangestelt was en daarinne den feb deses jaars tot batavia is bevestigt geworden en welke voorstellinge en authorisatie onder afleggen van den eedt ter deser plaatse al ten eersten mede zoude geschiet zijn maar de wijl wij oordelen dat op vieren van dese solemniteijten behoorde en nootsakelijk moesten present wesen radja bonij goa en alle comp verdere bontgenoten die neffens ons den eedt op de voorstellinge van den gouvern generaal gewoon zijn afteleggen zoo hebben wij onder ed gestrenghedens welnemen dese plegtigheden uijtgestelt tot den aanstaande wanneer wij menen dat alle de coningen vorsten en bontgenoten haar op het ontbot van radja bomij aan dit casteel zullen laten vinden onder en tusschen wenschen wij zijn hoog ed den ed le heer gouverneur generaal joannes camphuijs toe de iegen godes dien wij gedurigl bidden zullen dat hij zijn ed persoon in een langdurige gesontheijt gelieve te bewaren en zijne hoog ed ls regeringe en beleijt van zaken in zijne hoede te nemen en met voorspoet en geluck te zegenen tot heijl en profijt van onsen staat voor ons en onse nakomelinge en tot welvaren van alle zijne hoog agtb res onderdanen en jnwoonderen het schip zee dat omtrent medio april ontlast en weder geballast was zouden wij op ed hoog agtb bevel al ten eersten na ontlossinge gedimitteert hebben na bima en sambauwa bij aldien des presidents chialoupje waar mede den boekhouder en provisioneel rresident hendrik steenkop den november passado naar bima vertrocken was ons vervolgens op meert van daar niet weder ware bij gekomen met schrijvens van den resident voornoemt waar bij ons verwittigde dat den conink van sambauwa op feb het sappanhout nog niet had begonnen te kappen geen hij nogtans belooft heeft in meij aanstaande aan zijne stranden in gereetheijt te brengen en dewijl op dese notificatie ons beswaart vonden dat desen vorst ons,eg van malassarm meij hoog ed le den ed heer joannes camphuijs tot het hoog wigtige en eminente ampt van gouverneur generaal van india door onse heeren majores gevordert en aangestelt was en daarinne den feb deses jaars tot batavia is bevestigt geworden en welke voorstellinge en authorisatie onder afleggen van den eedt ter deser plaatse al ten eersten mede zoude geschiet zijn maar de wijl wij oordelen dat op vieren van dese solemniteijten behoorde en nootsakeljk moesten present wesen radja bonij goa en alle comp verdere bontgenoten die neffens ons den eedt op de voorstellinge van den gouvern generaal gewoon zijn afteleggen zoo hebben wij onder ed gestrenghedens welnemen dese plegtigheden uijtgestelt tot den aanstaande wanneer wij menen dat alle de coningen vorsten en bontgenoten haar op het ontbot van radja bonij aan dit casteel zullen laten vinden onder en tusschen wenschen wij zijn hoog ed den ed le heer gouverneur generaal joannes camphuijs toe de iegen godes dien wij gedurigl bidden zullen dat hij zijn ed persoon in een langdurige gesontheijt gelieve te bewaren en zijne hoog ed ls regeringe en beleijt van zaken in zijne hoede te nemen en met voorspoet en geluck te zegenen tot heijl en profijt van onsen staat voor ons en onse nakomelinge en tot welvaren van alle zijne hoog agtb res onderdanen en jnwoonderen het schip zee dat omtrent medio april ontlast en weder geballast was zouden wij op ed le hoog agtb bevel al ten eersten na ontlossinge gedimitteert hebben nabima en sambauwa bij aldien des presidents chialoupje waar mede den boekhouder en provisioneel rresident hendrik steenkop den november passado naar bima vertrocken was ons vervolgens op meert van daar niet weder ware bijgekomen met schrijvens van den resident voornoemt waar bij ons verwittigde dat den conink van sambauwa op feb het sappanhout nog niet had begonnen te kappen geen hij nogtans belooft heeft in meij aanstaande aan zijne stranden in gereetheijt te brengen en dewijl op dese notificatie ons beswaart vonden dat desen vorst ons
115319_7776_118_118,7776,118,118,115322_7776_120_120,7776,120,120,0.98529077,99,van japara den april anno man per transport macassaaren die geen dienst doen en niet anders dan op de wooninge van haaren cap karromontoelij te passen als vendrig gemeene regters man op de qualle damack corporaal schildergasten waar onder jnlanders man tot carta soura duungrat als capit luijtenant vendrig sergeanten waar onder corporaals jnlandse militairen schildergasten waaronder man op samarangh sergeant corporaals schildergasten waar onder jnlandsz man op tagal sergeant corporaals waaronder jnlanders schildergasten waar ond man op rembangh sergeant corporaals schildergasten coppen bestaande in man europeanen en dito jnlandse militairen dat onses oordeels voor de subalterne comptoiren nog wel rond te schieten maar voor de hooft residentie japara vrij wat te sober is te meer onse afgezondene combattanten naa carsta soura niet geraden gevonden hebben van daar als nog weder te rugh te roepen om de constitutie ten hoof als de prae sentie aldaar van sourapattij en zijn verder aanhangende gepar donneerde balijers soo hebben wij oock de gelicentieerde mardijc kers waar van veele met den oppercoopm van vliet vertrocken en oock boven tot carta soura zijn nog niet kunnen afsteecken die wij met de resterende macassaaren onder believen van tsamen uwel,van japara den april anno samen man per transport macassaaren die geen dienst doen en niet anders dan op de wooninge van haaren cap karromontaelij te passen als vendrig gemeene regters man op de qualle damack corporaal schildergasten waar onder jnlanders man tot carta soura duungrat als capit luijtenant vendrig sergeanten waar onder corporaals jnlandse militairen schildergasten waaronder man op samarangh sergeant corporaals schildergasten waar onder jnlandsz man op tagal sergeant corporaals waaronder jnlanders schildergasten waar ond man op rembangh sergeant corporaals schildergasten coppen bestaande in man europeanen en dito jnlandse militairen dat onses oordeels voor de subalterne comptoiren nog wel rond te schiehten maar voor de hooft residentie japara vrij wat te soberis te meer onse afgezondene combattanten naa carsta soura niet geraden gevonden hebben van daar als nog weder te rugh te roepen om de constitutie ten hoof als de prae sentie aldaar van sourapattij en zijn verder aanhangende gepar donneerde balijers soo hebben wij oock de gelicentieerde mardijc kers waar van veele met den oppercoopm van vliet vertrocken en oock boven tot carta soura zijn nog niet kunnen afsteecken die wij met de resterende macassaaren onder believen van uwel
115320_7776_118_118,7776,118,118,115322_7776_120_120,7776,120,120,0.98529077,99,van japara den april anno man per transport macassaaren die geen dienst doen en niet anders dan op de wooninge van haaren cap karromontoelij te passen als vendrig gemeene regters man op de qualle damack corporaal schildergasten waar onder jnlanders man tot carta soura duungrat als capit luijtenant vendrig sergeanten waar onder corporaals jnlandse militairen schildergasten waaronder man op samarangh sergeant corporaals schildergasten waar onder jnlandsz man op tagal sergeant corporaals waaronder jnlanders schildergasten waar ond man op rembangh sergeant corporaals schildergasten coppen bestaande in man europeanen en dito jnlandse militairen dat onses oordeels voor de subalterne comptoiren nog wel rond te schieten maar voor de hooft residentie japara vrij wat te sober is te meer onse afgezondene combattanten naa carsta soura niet geraden gevonden hebben van daar als nog weder te rugh te roepen om de constitutie ten hoof als de prae sentie aldaar van sourapattij en zijn verder aanhangende gepar donneerde balijers soo hebben wij oock de gelicentieerde mardijc kers waar van veele met den oppercoopm van vliet vertrocken en oock boven tot carta soura zijn nog niet kunnen afsteecken die wij met de resterende macassaaren onder believen van tsamen uwel,van japara den april anno samen man per transport macassaaren die geen dienst doen en niet anders dan op de wooninge van haaren cap karromontaelij te passen als vendrig gemeene regters man op de qualle damack corporaal schildergasten waar onder jnlanders man tot carta soura duungrat als capit luijtenant vendrig sergeanten waar onder corporaals jnlandse militairen schildergasten waaronder man op samarangh sergeant corporaals schildergasten waar onder jnlandsz man op tagal sergeant corporaals waaronder jnlanders schildergasten waar ond man op rembangh sergeant corporaals schildergasten coppen bestaande in man europeanen en dito jnlandse militairen dat onses oordeels voor de subalterne comptoiren nog wel rond te schiehten maar voor de hooft residentie japara vrij wat te soberis te meer onse afgezondene combattanten naa carsta soura niet geraden gevonden hebben van daar als nog weder te rugh te roepen om de constitutie ten hoof als de prae sentie aldaar van sourapattij en zijn verder aanhangende gepar donneerde balijers soo hebben wij oock de gelicentieerde mardijc kers waar van veele met den oppercoopm van vliet vertrocken en oock boven tot carta soura zijn nog niet kunnen afsteecken die wij met de resterende macassaaren onder believen van uwel
145397_8418_5_5,8418,5,5,145399_8418_6_7,8418,6,7,0.9595254,99,van palembang den april per gul vaartg junij per jnl vaartuig may pes jnl vaartuig junij per konings vaartuig junij per dde barcq de mossel junij per de pantchial ling golconda dct per de chialoup de haak dden novr per de gereg tigheid register van zoodaanige papieren als er successive alhier ontfangen zijn missive door de residenten de heere en pell aan haar hoog edelh geschr gedat maart pagin door en aan als even gedat  o door en aan als vooren ged  o door de residenten bangeman en de heere aan haar hoog edelh gedateerd april  door en aan als even gedat  o  o door en aan als even in dato  o door en aan als vooren gedat  o  o van en aan als even in dato register der papieren missive door de residenten de heere en bangeman aan als meerm gedateerd may door en aan als even gedat junij pass  o register der papieren missive door en aan als meerm ged sept register der papieren missive van de meeri residenten aan als october vooren gedateerd  o,van palembang den april per gul vaartze junij per jnl vaartuig may pes jnl vaartuig junij per konings vaartuig junij per de barca de mossel junij per de pantchial ling golconda dit per de chialoup de haak den novr per de gereg tigheid register van zoodaanige papieren als er successive alhier ontfangen zijn missive door de residenten de heere en pell aan haar hoog edelh geschr gedat maart pagin door en aan als even gedat  o door en aan als vooren ged  o door de residenten bangeman en de heere aan haar hoog edelh gedateerd april  door en aan als even gedat  o  o door en aan als even in dato  o door en aan als vooren gedat  o  o van en aan als even in dato register der papieren missive door de residenten de heere en bangeman aan als meerm gedateerd may door en aan als even gedat junij pass register der papieren missive door en aan als meerm ged sept register der papieren missive van de meerin residenten aan als october vooren gedateerd  o  o
