doc_id_1,inv_number_1,start_page_1,end_page_1,doc_id_2,inv_number_2,start_page_2,end_page_2,cosine_similarity,fuzzy_score,text_1,text_2
80766_3027_15_15,3027,15,15,80764_3027_12_14,3027,12,14,1.0000001,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80694_3027_15_15,3027,15,15,80764_3027_12_14,3027,12,14,1.0000001,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80796_3027_15_15,3027,15,15,80748_3027_10_13,3027,10,13,1.0000002,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80796_3027_15_15,3027,15,15,80795_3027_11_14,3027,11,14,1.0000002,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80796_3027_15_15,3027,15,15,80679_3027_10_13,3027,10,13,1.0000002,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80766_3027_15_15,3027,15,15,80748_3027_10_13,3027,10,13,1.0000001,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80766_3027_15_15,3027,15,15,80795_3027_11_14,3027,11,14,1.0000001,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80766_3027_15_15,3027,15,15,80679_3027_10_13,3027,10,13,1.0000001,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80694_3027_15_15,3027,15,15,80748_3027_10_13,3027,10,13,1.0000001,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80694_3027_15_15,3027,15,15,80795_3027_11_14,3027,11,14,1.0000001,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
80694_3027_15_15,3027,15,15,80679_3027_10_13,3027,10,13,1.0,100,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale land monster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten jupp den onderkoopman en soldy boek houder fred wilhelm nicolai den adjist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot,van karreek den october ao register van zoo daanige papieren als in margine gem schip ver zonden werden naar batavia gecon signeerd aan zyn excell den hoog ed gr achtb en wyd geb heere jacob mossel generaal over de infantery van den staat der vereenigde nederlan den mitsg wegens dezelve gouverneur generaal benevens de wel ed heeren raa den van nederl jndien aldaar als een origineel missive van heedigen datum aan hoog gem haar hoog ed geaddresseerd een duplic meede aan hoogst derzelve afgegaan de engelse gourab de katty gen sub dato feb eene copy van de factuur per schip middelburg onder ultim ber van hier verzonden de bevinding op de karreeksche negotie boeken de met antwoord op de marginale aantekeningen door haar hoog ed daar op gesteld op boeken de ao met gerequireerde ant woord op de marginale aantekeninge door hoogst gem haar hoog ed daar op gesteld den eisch van koopmansz en comptoir behoeften voor jaar eene generale landmonster rolle van karreek de dato ult juny eene zee monster roll van schip slot capelle de dato ultimo juny een pacquet met soldy papieren voor generaal soldy comp toir een pacquet met justitieele papieren van de proceduuren omtrent eenige militairen en zeevaarende van schip slot van capelle en dit comptoir gehou den drie requesten pujp den onderkoopman en soldy boek houder fred wilhelm nicolai den adsist johan christiaan lucas en den zerg jurrien backer de bevinding op de uitgeleverde laading van schip slot
